player_id,role,batting_style,bowling_style,image
3a02626a,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/amit-paunikar.jpg
3a026eb4,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155650/rizwan-cheema.jpg
3a0cfbf8,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bill-copson.jpg
3a0f6df2,Bowler,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155974/zulfiqar-babar.jpg
3a195029,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ralph-legall.jpg
3a2698c9,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/syd-gregory.jpg
3a385a82,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/joe-partridge.jpg
3a60e0b5,Bowler,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244779/wayne-parnell.jpg
3a61496b,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c254878/sneh-rana.jpg
3a661be2,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bradley-porteous.jpg
3a78232b,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c158071/geoff-miller.jpg
3a78519f,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157469/steve-elworthy.jpg
3a78a6e4,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/harry-jupp.jpg
3a7ea906,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155443/vivian-kingma.jpg
3a922344,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shivank-vashisht.jpg
3a9e9cb2,Batting Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255052/sophia-dunkley.jpg
3ab76590,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154653/sidath-wettimuny.jpg
3abb34ee,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/roly-jenkins.jpg
3abd4fc8,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alan-butcher.jpg
3abe1ef6,Bowler,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ainsley-ndlovu.jpg
3ad2ffaa,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-wellard.jpg
3ae3f034,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/asadullah-khan.jpg
3afbcc19,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/neil-ferreira.jpg
3b041a12,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170899/tamim-iqbal.jpg
3b3b11b1,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/len-wilkinson.jpg
3b417422,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153344/tinashe-panyangara.jpg
3b50c63a,Batting Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151327/kaushal-lokuarachchi.jpg
3b53243a,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/xavier-bartlett.jpg
3b572f28,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352465/saqib-zulfiqar.jpg
3b5dfcd4,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/neil-mallender.jpg
3b5f511b,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bruce-laird.jpg
3b647e2b,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/leniko-boucher.jpg
3b770527,Batting Allrounder,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255034/bismah-maroof.jpg
3b892965,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352481/suryakumar-yadav.jpg
3b94297b,WK-Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/thami-tsolekile.jpg
3b9f3af4,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/andile-mokgakane.jpg
3bc10d5b,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577746/yashasvi-jaiswal.jpg
3be224b0,,,,
3bedaff0,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154593/kepler-wessels.jpg
3bf40832,WK-Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/gihahn-cloete.jpg
3bf7c034,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226473/shahbaz-ahmed.jpg
3c3adfce,Bowler,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jack-wood.jpg
3c3eaa36,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dick-pougher.jpg
3c4007d3,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155393/sagar-pun.jpg
3c46f5f5,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/thomas-kelly.jpg
3c4982e0,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/eric-russell.jpg
3c67a1db,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/rony-stanyforth.jpg
3c6ffae8,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152476/yusuf-pathan.jpg
3c703eee,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tashi-bhalla.jpg
3c79f8af,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/rushabh-rathod.jpg
3c87f0c3,Bowling Allrounder,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244639/jan-frylinck.jpg
3c89fc88,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ali-naqvi.jpg
3ca421b6,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154563/ken-rutherford.jpg
3cce4ae1,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tirumalai-srinivasan.jpg
3cd6ae37,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sir-frank-worrell.jpg
3cf5ae43,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155805/yasir-arafat.jpg
3cf83487,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154818/andy-bichel.jpg
3cfbddce,,,,
3d0ed2f9,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156176/jake-ball.jpg
3d284ca3,WK-Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244804/philip-salt.jpg
3d32289c,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152690/john-emburey.jpg
3d51cc7e,Batting Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/chirag-khurana.jpg
3d6617c6,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/syed-jamil.jpg
3d78f376,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/josh-dunning.jpg
3d7e087f,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/siddharth-trivedi.jpg
3d843d30,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dickie-fuller.jpg
3d8feaf8,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352452/mitchell-marsh.jpg
3d9f212c,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/lauren-griffiths.jpg
3dcd1e8d,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/matt-milnes.jpg
3dd30077,WK-Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155186/brendan-taylor.jpg
3ded0fd5,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578401/alzarri-joseph.jpg
3dee411f,,,,
3df3f50b,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/waheed-ahmed.jpg
3df563bc,Bowler,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/amit-jaggernauth.jpg
3dfb2c90,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154992/tillakaratne-dilshan.jpg
3dfe6953,,,,
3e479a5f,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/gerald-bond.jpg
3e5200b2,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/rick-darling.jpg
3e5dc16b,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/gaurav-yadav.jpg
3e6e0d73,Batsman,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dick-richardson.jpg
3e72a174,,,,
3e72b963,,,,
3e7c0b1e,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/nadeem-khan.jpg
3e91a87f,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153358/travis-friend.jpg
3eac9d95,Bowling Allrounder,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151503/jacob-oram.jpg
3eb26dc4,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sorawat-desungnoen.jpg
3eb7c45d,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/imran-nazir.jpg
3ebdabcf,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151550/brendon-julian.jpg
3edb58fc,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dimitri-mascarenhas.jpg
3ee01c05,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/clem-hill.jpg
3ee510c5,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/gavin-briant.jpg
3ef87c85,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/stanley-snooke.jpg
3f18724b,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153942/max-sorensen.jpg
3f440bd6,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151488/dilani-manodara.jpg
3f47abf9,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/everton-matambanadzo.jpg
3f659464,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156823/olly-stone.jpg
3f7eca80,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tommy-mitchell.jpg
3f855790,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/thomas-mathew.jpg
3f86a380,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/george-francis.jpg
3f947610,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/harry-musgrove.jpg
3f98fad7,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577779/faf-du-plessis.jpg
3f9a18ad,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shashidhar-reddy.jpg
3fa5672e,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/prakash-mishra.jpg
3fa96c98,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shubham-desai.jpg
3faa312e,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shawnisha-hector.jpg
3fb197cd,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tino-mawoyo.jpg
3fb19989,Bowler,Left Handed Bat,Left-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352462/mitchell-starc.jpg
3fb8167a,,,,
3fbb43a9,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/saad-nasim.jpg
3fbc52da,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/johnny-hayes.jpg
3fbc5cc9,Bowling Allrounder,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mayank-dagar.jpg
3fc13295,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jayantha-amerasinghe.jpg
3fd16f55,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/john-arnold.jpg
3fd351ed,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tadala-tereza.jpg
3fdbdb64,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/paul-whitelaw.jpg
3fde7cfc,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mannava-prasad.jpg
3fe2db87,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/darren-pattinson.jpg
3feda4fa,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577665/roston-chase.jpg
3ff033bb,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351876/dasun-shanaka.jpg
3ff7d8d2,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156551/harry-smith.jpg
40010563,Captain,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/graeme-hole.jpg
400e2d4d,Batsman,Left Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351881/dimuth-karunaratne.jpg
40254316,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/raghuram-bhat.jpg
4025c262,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/pite-van-biljon.jpg
402d5937,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153281/martin-saggers.jpg
402e00d8,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/lee-germon.jpg
402f8494,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578437/richard-gleeson.jpg
402fadab,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mick-malone.jpg
4031afbf,Batsman,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/don-smith.jpg
4046c8ea,,,,
405bcb97,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154577/rod-latham.jpg
406c925e,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/robert-poore.jpg
406de451,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c254976/rashada-williams.jpg
4070ec50,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bunny-butler.jpg
4083414c,,,,
40849abd,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/l-agenburg.jpg
40ae69d9,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154922/matthew-hart.jpg
40c041ea,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352420/imam-ul-haq.jpg
40c1eeeb,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/srikkanth-anirudha.jpg
40c880eb,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156708/monte-lynch.jpg
40caa465,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153936/taruwar-kohli.jpg
40d29a33,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/danielle-hazell.jpg
40ee633c,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/scott-austin.jpg
40fd2e48,,,,
41054d56,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/murray-bisset.jpg
410e2f12,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157157/richie-richardson.jpg
411cc6c6,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c169732/himalaya-barad.jpg
4125d931,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226508/jagadeesha-suchith.jpg
4141467e,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/polly-umrigar.jpg
414bd11e,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/kim-elgie.jpg
4157fefb,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alan-brown.jpg
415c6ccf,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/aditya-u-patel.jpg
415e5c01,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577857/finn-allen.jpg
4167f30b,,,,
416881d1,Bowling Allrounder,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ray-jordan.jpg
41721f6b,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/rochelle-quyn.jpg
4175d211,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157847/shamar-springer.jpg
4180d897,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157226/jerome-taylor.jpg
41957fcf,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/oscar-da-costa.jpg
41ce15da,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abbas-ali-baig.jpg
41de2e67,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/les-favell.jpg
41eb4a4f,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153866/vinay-kumar.jpg
41f56bbc,,,,
41fc1ece,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/brian-chari.jpg
41fd2907,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c254989/trishan-holder.jpg
42124411,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bonnor-middleton.jpg
42131700,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/vincent-valentine.jpg
42151725,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c159989/gareth-berg.jpg
42172c3c,Batting Allrounder,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jj-smuts.jpg
422fb99b,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/william-ling.jpg
423cd1f2,Bowler,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244723/obed-mccoy.jpg
4246b390,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156507/winston-place.jpg
42537f07,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157707/jacques-rudolph.jpg
425afb12,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/patterson-thompson.jpg
427e6670,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bijon-dey.jpg
42a235e3,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/john-lyons.jpg
42a5c1c7,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/james-wharton.jpg
42a68d80,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/walter-brearley.jpg
42d098a9,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170660/shikhar-dhawan.jpg
42d9dd09,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c146338/andre-fletcher.jpg
42df2242,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/renu-margrate.jpg
42fba9d2,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sid-olinn.jpg
4303d7ce,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151530/frank-mooney.jpg
4309b376,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155645/brendon-kuruppu.jpg
4309db0b,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bob-blair.jpg
43233a9f,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shacaya-elrick-thomas.jpg
4324b996,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/yuvraj-of-patiala.jpg
4329fbb5,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c180329/shane-watson.jpg
433e3e9d,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/madhav-apte.jpg
434e36b1,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c160010/upul-chandana.jpg
43501c0d,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170801/chris-gayle.jpg
43936951,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154507/daryl-tuffey.jpg
4397db85,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/darrin-murray.jpg
4398a350,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/lalchand-rajput.jpg
43aec015,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bruce-murray.jpg
43b01577,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/koripalli-sreekanth.jpg
43ba7dcf,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c180125/kapil-dev.jpg
43be3821,Batsman,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/nzanthung-mozhui.jpg
43d1ee59,Bowling Allrounder,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhishek-kumar.jpg
43d1f727,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tim-may.jpg
43e876a3,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157281/eric-dalton.jpg
43fdb946,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/malcolm-marshall.jpg
441b1b20,Bowler,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152647/lionel-baker.jpg
441c72ae,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/prayas-barman.jpg
