player_id,role,batting_style,bowling_style,image
805b89d7,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577755/rohit-sharma.jpg
806c4e58,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c180303/caleb-jewell.jpg
807a6521,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mac-anderson.jpg
808bb510,Batsman,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/clarisse-uwase.jpg
808f425a,Bowling Allrounder,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156209/james-faulkner.jpg
809ca0fe,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c199331/eric-freeman.jpg
809e3533,Batsman,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/gary-crocker.jpg
809ecb9d,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/allan-steel.jpg
80ad39ac,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351926/hasan-mahmud.jpg
80ba2fe8,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/uala-kaisala.jpg
80bbb090,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154474/rodney-redmond.jpg
80beeaa1,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/gandhar-bhatawadekar.jpg
80c6ed7d,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157230/tagenarine-chanderpaul.jpg
80d9e011,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ozlem-essiz.jpg
80ec5dfd,Batting Allrounder,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153316/andy-blignaut.jpg
81049310,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226388/jayant-yadav.jpg
810676b8,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/frank-ward.jpg
811425b1,Batsman,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156687/adnan-mufti.jpg
812d31ea,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/hubert-doggart.jpg
814c2b77,,,,
8159d5fc,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/brooke-guest.jpg
8160713d,,,,
816af623,Batting Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c254991/zaida-james.jpg
817c1746,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/elias-sunny.jpg
8187519b,Batsman,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152806/gavin-hamilton.jpg
8188e525,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151544/rod-marsh.jpg
818e8bf2,Batting Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152688/ian-blackwell.jpg
81991d02,Batsman,Left Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jack-o-connor.jpg
819ae1ad,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/felix-organ.jpg
81ab6a0c,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155699/prasadani-weerakkody.jpg
81ac51e3,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/george-alexander.jpg
81bb0ae5,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bill-ponsford.jpg
81c36ee9,Bowling Allrounder,Right Handed Bat,Left-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577500/marco-jansen.jpg
81d06fb5,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/chadd-sayers.jpg
81d5b4a4,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152853/sylvester-clarke.jpg
8209da53,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/harmanjot-singh.jpg
821403b6,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c171012/ambati-rayudu.jpg
821d7d46,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255040/omaima-sohail.jpg
82227fdc,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/robert-samuels.jpg
82294960,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/pawan-sarraf.jpg
82342b13,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155421/binod-bhandari.jpg
824b6ca0,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ravikant-singh.jpg
8254ea06,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577520/harshal-patel.jpg
826ba486,,,,
826e1017,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/janith-liyanage.jpg
82705a3e,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ted-badcock.jpg
827c4191,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/cyril-christiani.jpg
827d3293,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/kate-mcevoy.jpg
8281ca53,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ajit-singh.jpg
8291f939,Batting Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153864/ashok-menaria.jpg
829a05ca,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154694/sasha-moloney.jpg
82af7861,Batting Allrounder,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sahan-arachchige.jpg
82b4afcb,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/pravin-amre.jpg
82b90140,Batting Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c178278/shahidullah-kamal.jpg
82c78845,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155537/khurram-manzoor.jpg
8305580c,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/michael-carberry.jpg
830a3bd7,,,,
8319b9ea,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155201/craig-wishart.jpg
832a4c23,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156789/ramiz-raja.jpg
8343738d,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156938/bob-crisp.jpg
83558266,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255020/alana-king.jpg
835ea4e8,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152875/adam-huckle.jpg
83743336,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c159998/claude-henderson.jpg
83787fde,Batting Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tukuna-sahoo.jpg
837f022c,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sam-gannon.jpg
83848df7,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/carena-noel.jpg
838aa386,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/chamara-dunusinghe.jpg
83904270,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152865/daren-powell.jpg
8391bc8c,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/harry-howell.jpg
83a361a3,Batsman,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arnold-fothergill.jpg
83a44783,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151876/willie-watson.jpg
83a763eb,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jack-durston.jpg
83a98892,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/pom-pom-fellows-smith.jpg
83b19fa2,,,,
83b3be03,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/roland-holder.jpg
83ceaee3,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/suru-nayak.jpg
83ea3017,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/johnny-martin.jpg
84085032,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/eknath-kerkar.jpg
8429db06,Batsman,Right Handed Bat,Left-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jeff-jones.jpg
842b7388,--,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/michael-dorgan.jpg
843c40ba,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/kapila-wijegunawardene.jpg
844e79d1,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577858/dewald-brevis.jpg
8479a24a,Batsman,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/keaton-jennings.jpg
84826f48,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153809/niall-o-brien.jpg
848487cf,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bharat-popli.jpg
84ba2fbc,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/parikshit-valsangkar.jpg
84c422e3,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tony-greig.jpg
84dc72db,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244734/junaid-siddique.jpg
84ebbb1a,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ali-hussain-rizvi.jpg
84f1ae7f,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c227379/jhulan-goswami.jpg
84f43704,Batsman,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155682/harsha-rajapaksha.jpg
84fdd3cf,,,,
85021bcd,,,,
8528effb,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226327/laurie-evans.jpg
85391845,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/john-warr.jpg
8559c50d,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/nelson-betancourt.jpg
855a210c,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226414/aditya-tare.jpg
855cb7d3,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/derek-underwood.jpg
857b9be7,,,,
8596fe80,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244952/mohammad-hasnain.jpg
859d95bb,Bowler,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tom-o-connell.jpg
85aae393,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/iqbal-abdulla.jpg
85ad2217,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c146486/devon-smith.jpg
85b0ccd1,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/khurram-shahzad.jpg
85b3fab2,WK-Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577515/tristan-stubbs.jpg
85b528e2,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alphonso-roberts.jpg
85c80de3,,,,
85c80e45,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/john-lever.jpg
85caa37f,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ryan-ramdass.jpg
85ceb777,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jonathan-agnew.jpg
85d6b3f8,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/atiq-uz-zaman.jpg
85d8110a,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c171146/kyle-coetzer.jpg
85dbb571,,,,
85dcb721,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tom-moores.jpg
85e0cf10,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577752/prasidh-krishna.jpg
85ebf2be,Bowling Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/liam-norwell.jpg
85ec8e33,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352480/shreyas-iyer.jpg
85f23142,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/john-hartley.jpg
85f2e762,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ray-lindwall.jpg
860498be,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tom-lowry.jpg
8609b2d1,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153437/dilip-vengsarkar.jpg
8629178f,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153836/michael-english.jpg
862ad111,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/norman-marshall.jpg
86421172,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153292/gregory-lamb.jpg
864c199e,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156065/adam-voges.jpg
8654f432,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/lionel-tennyson.jpg
865eae1f,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c254940/maddy-green.jpg
867a45a7,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157202/tom-taylor.jpg
8685f676,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/vaibhav-arora.jpg
868e3639,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shamshuzama-kazi.jpg
8692a3f1,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c159966/omari-banks.jpg
86a55a00,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/martin-kent.jpg
86a68879,,,,
86a98b15,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shubham-singh.jpg
86b4bf88,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156052/mitchell-swepson.jpg
86cd782f,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mehrab-hossain.jpg
86d39779,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bill-lundie.jpg
86da2170,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154960/subhash-gupte.jpg
86dc8f2e,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157423/jacques-kallis.jpg
86e0f3f0,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154618/wayne-madsen.jpg
86ee8d10,,,,
86fdf668,Batting Allrounder,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577868/moeen-ali.jpg
870079d0,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/terry-jenner.jpg
870206b3,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c158027/dean-headley.jpg
870e4cec,Bowling Allrounder,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155113/irfan-pathan.jpg
87107d23,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/roy-mclean.jpg
87134777,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/colin-mccool.jpg
8716233e,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244648/zane-green.jpg
871e9faf,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226469/basil-thampi.jpg
8728a058,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c160133/rikki-clarke.jpg
872b03f7,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ayush-badoni.jpg
872ff7c8,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/keith-stackpole.jpg
873408d8,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/john-shuter.jpg
873a0a12,Bowler,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/thilan-nimesh.jpg
8743070d,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244670/evin-lewis.jpg
875909c0,Batting Allrounder,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/assad-fudadin.jpg
875a803d,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/edmond-ernest.jpg
876bec53,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tshepang-dithole.jpg
876dbe2d,Batting Allrounder,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578408/dan-mousley.jpg
876f1584,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/william-solomon.jpg
8778b1e3,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/colin-guest.jpg
8779d82c,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bob-cowper.jpg
877dd709,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c163389/rachel-trenaman.jpg
878eb894,,,,
879aedd7,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dustin-melton.jpg
87a28e56,Batsman,Left Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/peter-lashley.jpg
87a6f411,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/chris-hristo-lakov.jpg
87b177e8,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157831/corey-collymore.jpg
87e33d07,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/frank-nsubuga.jpg
87e562a9,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c171033/dwayne-bravo.jpg
87e92ac4,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155044/ravindra-pushpakumara.jpg
87e977df,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/amjad-gul-khan.jpg
880eca04,Bowling Allrounder,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jovan-reb.jpg
8812869d,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/nikhil-gangta.jpg
88162e16,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/karthick-manikandan.jpg
881a9bdd,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157222/shivnarine-chanderpaul.jpg
88209c84,Bowler,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155656/josh-lalor.jpg
8820c9ef,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154684/jay-lenton.jpg
88350e94,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/neil-williams.jpg
883c7de9,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/kosala-kuruppuarachchi.jpg
884254e2,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-milton.jpg
884f72a1,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351578/mark-wood.jpg
8860c022,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/peter-mcalister.jpg
88679525,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170835/asghar-afghan.jpg
8879d882,Bowler,Right Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154605/sian-ruck.jpg
887cdfc6,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ps-chaitanya-reddy.jpg
8881d22d,,,,
88830762,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/philip-hands.jpg
8891669e,Batsman,Left Handed Bat,Left-arm wrist-spin,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/clint-hinchliffe.jpg
88a004e9,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c158063/arron-lilley.jpg
88a4a356,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/nazim-siddiqui.jpg
88aa3db2,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tony-dodemaide.jpg
88b0e9c4,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/charles-eady.jpg
88ba309a,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/geoff-cook.jpg
88dbeccf,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157360/craig-matthews.jpg
88dd3ff5,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/jackie-botten.jpg
88e3b60a,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-hill.jpg
88fccd6c,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157685/shaun-pollock.jpg
890946a0,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153695/naman-ojha.jpg
8919756f,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244923/mosaddek-hossain.jpg
891b9757,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/rahul-batham.jpg
891cad9a,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/brian-close.jpg
8924f3a6,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/kim-hughes.jpg
894b2d25,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c239483/matthew-potts.jpg
895a0ead,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/remruatdika-ralte.jpg
89600784,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/murray-webb.jpg
