match_id,date,venue,event,match_type,total_overs,player_id,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,opponentplayer1,opponentplayer2,opponentplayer3,opponentplayer4,opponentplayer5,opponentplayer6,opponentplayer7,opponentplayer8,opponentplayer9,opponentplayer10,opponentplayer11
335983,2008-04-19,"Punjab Cricket Association Stadium, Mohali",Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,0,0,0,0,12,1,24,0,0,0,0,0,0,21,0,21,a1f1829d,2498e163,6b71e6cf,1c914163,fdedb37c,5fa06777,eaa90ab4,dd09ff8e,98ae73b1,6b8eb6e5,b5da6c24,d8699ab7,48fd7349,4a8a2e3b,1dc12ab9,3eac9d95,3576e47e,9f961c14,6ad3a659,ae78bc32,4ba44e19
335987,2008-04-21,Sawai Mansingh Stadium,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,1,1,0,0,6,0,12,0,0,0,0,0,1,0,0,1,a1f1829d,2498e163,6b71e6cf,d18f9182,1c914163,5fa06777,3fca55af,dd09ff8e,98ae73b1,6b8eb6e5,d84378a4,ff077124,3c6ffae8,4329fbb5,53fe6ee4,fe93fd9d,e32d22f6,0264c10e,bb18be76,3d7e087f,f0f628c7
336019,2008-05-28,"Punjab Cricket Association Stadium, Mohali",Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,508a1ea7,2498e163,1c914163,b63ab531,6b71e6cf,5d096f3d,98ae73b1,5fa06777,034b4b7d,6b8eb6e5,d84378a4,a2870fb7,33cb3411,4329fbb5,3c6ffae8,ff077124,de8d3876,0264c10e,e32d22f6,3d7e087f,f0f628c7
336039,2008-05-31,Wankhede Stadium,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,25,27,2,0,0,0,0,0,0,1,0,0,27,0,8,35,508a1ea7,2498e163,6b71e6cf,1c914163,d18f9182,5fa06777,98ae73b1,5d096f3d,6b8eb6e5,034b4b7d,b5da6c24,756389bd,1dc12ab9,4a8a2e3b,cfad138c,3576e47e,c3d35165,ae78bc32,b2b50355,4ba44e19,20a941bb
392191,2009-04-24,Kingsmead,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7ca5e05d,a1f1829d,6b71e6cf,1c914163,d18f9182,5fa06777,98ae73b1,034b4b7d,21ac077a,4353bba5,91ffa6c6,1c17e270,86dc8f2e,39f01cdb,0184dc35,b61a3e1a,ba607b88,e938e1bc,41eb4a4f,e32d22f6,0c2730df
392195,2009-04-26,Newlands,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7ca5e05d,a1f1829d,6b71e6cf,1c914163,d18f9182,5fa06777,98ae73b1,5d096f3d,034b4b7d,4353bba5,ae091d39,72861603,23ac69e6,3c6ffae8,3edb58fc,fe93fd9d,c69a7b5c,bb18be76,de8d3876,f0f628c7,6ef60d3a
392200,2009-04-29,Kingsmead,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,5,6,0,0,6,0,3,0,0,1,0,0,5,0,8,13,7ca5e05d,a1f1829d,6b71e6cf,1c914163,d18f9182,5fa06777,98ae73b1,5d096f3d,5f26df4f,4353bba5,f233bbb4,d2c2b2d5,0a476045,2e8994e7,87e562a9,a45a5e8d,8b5b6769,709b0bac,91a4a398,0aadc906,a12e1d51
392216,2009-05-09,De Beers Diamond Oval,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,3,4,0,0,25,1,26,0,0,0,0,0,3,27,0,30,3fca55af,fdedb37c,6b71e6cf,1c914163,d18f9182,5fa06777,dd09ff8e,98ae73b1,5d096f3d,6b8eb6e5,2b6e6dec,e1d1b294,aaa1b522,740742ef,bd77eb62,fe763256,b720a5d6,6c6591ab,8a668774,c3d1402f,12eddf28
392222,2009-05-12,SuperSport Park,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,4,7,0,0,0,0,0,0,0,1,0,0,4,0,8,12,3fca55af,fdedb37c,5fa06777,6b71e6cf,1c914163,b63ab531,a1f1829d,dd09ff8e,98ae73b1,6b8eb6e5,f233bbb4,87e562a9,29e95537,d2c2b2d5,2e8994e7,a45a5e8d,8b5b6769,5f4e9e8f,4e04666c,d2a989fc,a12e1d51
392226,2009-05-15,OUTsurance Oval,Indian Premier League,T20,20,3dba85c2,Kings XI Punjab,0,0,0,0,6,1,7,0,0,1,0,1,0,25,14,39,3fca55af,fdedb37c,b63ab531,1c914163,6b71e6cf,5fa06777,dd09ff8e,98ae73b1,5d096f3d,6b8eb6e5,bb345e0b,8ba8195d,5bdcdb72,c4487b84,c42aaf71,c03f1114,ab89348d,d7c6af50,33a364a6,9fc0ef64,96fd40ae
