player_id,names,role,batting_style,bowling_style,image,batting_last_3_avg,batting_last_5_avg,batting_last_10_avg,batting_last_20_avg,batting_all_matches_avg,bowling_last_3_avg,bowling_last_5_avg,bowling_last_10_avg,bowling_last_20_avg,bowling_all_matches_avg,fielding_last_3_avg,fielding_last_5_avg,fielding_last_10_avg,fielding_last_20_avg,fielding_all_matches_avg
2e171977,A Patel,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332897/axar-patel.jpg,38.66666666666666,29.2,25.2,19.45,13.605263157894736,19.33333333333333,22.8,27.1,22.55,25.07236842105263,14.666666666666666,10.4,10.4,6.8,4.644736842105263
76d0ac27,Arpit Singh,Bowler,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244971/arshdeep-singh.jpg,,,,,,,,,,,,,,,
2bbab579,A V Vasavada,,,,,,,,,,,,,,,,,,,
2bbab579,AV Vasavada,,,,,,,,,,,,,,,,,,,
13781d43,Ange Reakes,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c151573/angela-reakes.jpg,,,,,,,,,,,,,,,
d4958d1b,Alfred Richards,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alfred-richards.jpg,,,,,,,,,,,,,,,
f6bb45fc,A Sheikh,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/aasif-sheikh.jpg,,,,,,,,,,,,,,,
244048f6,A Singh,Bowler,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244971/arshdeep-singh.jpg,1.6666666666666667,1.0,0.5,0.25,0.3230769230769231,34.0,40.4,39.8,29.1,34.246153846153845,2.6666666666666665,1.6,0.8,1.1,1.2615384615384615
4b6f8814,Arslan Z Khan,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arslan-khan.jpg,,,,,,,,,,,,,,,
198798b2,Roshen Silva,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c146426/roshen-silva.jpg,,,,,,,,,,,,,,,
198798b2,R Silva,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c146426/roshen-silva.jpg,,,,,,,,,,,,,,,
cba5185d,Aubrey Swanepoel,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157814/aubrey-swanepoel.jpg,,,,,,,,,,,,,,,
f27f89e8,A White,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/andrew-white.jpg,,,,,,,,,,,,,,,
8c1943e6,Andrew Whittall,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153340/andy-whittall.jpg,,,,,,,,,,,,,,,
8c1943e6,Andy Whittall,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153340/andy-whittall.jpg,,,,,,,,,,,,,,,
f476d2a5,A Ali,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244935/asif-ali.jpg,,,,,,,,,,,,,,,
50250426,A Shafiq,,,,,,,,,,,,,,,,,,,
e24f3d1f,Anthony Sanawar,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/anthony-sanawar.jpg,,,,,,,,,,,,,,,
6376fb1e,Andrew Sandham,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/andy-sandham.jpg,,,,,,,,,,,,,,,
6376fb1e,Andy Sandham,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/andy-sandham.jpg,,,,,,,,,,,,,,,
f5b1b6bb,Adam Sanford,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157860/adam-sanford.jpg,,,,,,,,,,,,,,,
f97aaa50,Suresh Perera,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154626/suresh-perera.jpg,,,,,,,,,,,,,,,
51e68a46,A S Bedi,Bowler,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c193252/bishan-bedi.jpg,,,,,,,,,,,,,,,
99aec976,Alisa Scantlebury,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alisa-scantlebury.jpg,,,,,,,,,,,,,,,
fc3d382b,Asfahan Khan,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/asfan-khan.jpg,,,,,,,,,,,,,,,
88679525,Asghar Afghan,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170835/asghar-afghan.jpg,,,,,,,,,,,,,,,
88679525,A Afghan,,,,,,,,,,,,,,,,,,,
a73321d3,Ajmal Shahzad,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156724/ajmal-shahzad.jpg,,,,,,,,,,,,,,,
795df06c,J Hansra,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157982/jimmy-hansra.jpg,,,,,,,,,,,,,,,
c28b446b,Alfred Shaw,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alfred-shaw.jpg,,,,,,,,,,,,,,,
502056e3,Ashith,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ashith-rajiv.jpg,,,,,,,,,,,,,,,
0875f2f8,Arthur Shrewsbury,,,,,,,,,,,,,,,,,,,
a3c962a3,Arnold Sidebottom,,,,,,,,,,,,,,,,,,,
a3c962a3,Arnie Sidebottom,,,,,,,,,,,,,,,,,,,
0a4736eb,A Ali,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244935/asif-ali.jpg,,,,,,,,,,,,,,,
280b8ce7,A Raza,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155819/ahsan-raza.jpg,,,,,,,,,,,,,,,
ebb74564,Andile Simelane,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/andile-simelane.jpg,,,,,,,,,,,,,,,
791a65ce,Aditya Singhania,Batting Allrounder,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/aditya-singhania.jpg,,,,,,,,,,,,,,,
3df563bc,Amit Jaggernauth,Bowler,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/amit-jaggernauth.jpg,,,,,,,,,,,,,,,
b0946605,Alzarri Joseph,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578401/alzarri-joseph.jpg,0.0,0.8,0.4,0.35,1.0909090909090908,3.6666666666666665,1.0,18.2,19.3,26.90909090909091,0.0,0.0,1.6,1.8,1.6363636363636365
b0946605,Joseph,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578401/alzarri-joseph.jpg,0.0,0.8,0.4,0.35,1.0909090909090908,3.6666666666666665,1.0,18.2,19.3,26.90909090909091,0.0,0.0,1.6,1.8,1.6363636363636365
b0946605,A Joseph,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578401/alzarri-joseph.jpg,0.0,0.8,0.4,0.35,1.0909090909090908,3.6666666666666665,1.0,18.2,19.3,26.90909090909091,0.0,0.0,1.6,1.8,1.6363636363636365
79194080,A S Karambelkar,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhijit-karambelkar.jpg,,,,,,,,,,,,,,,
79194080,Abhijit Karambelkar,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhijit-karambelkar.jpg,,,,,,,,,,,,,,,
734348ac,Alexander Kennedy,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alex-kennedy.jpg,,,,,,,,,,,,,,,
734348ac,Alex Kennedy,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alex-kennedy.jpg,,,,,,,,,,,,,,,
98dfe425,AI Khokar,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/miryam-khokhar.jpg,,,,,,,,,,,,,,,
b125ce63,Amy Smith,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/amy-smith.jpg,,,,,,,,,,,,,,,
7de1f69b,Alan Oakman,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alan-oakman.jpg,,,,,,,,,,,,,,,
db31895a,Ankit Rajpoot,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226410/ankit-rajpoot.jpg,0.0,2.2,1.1,1.4,1.0344827586206895,-2.0,2.2,10.5,23.55,22.620689655172413,0.0,0.0,0.0,1.2,1.0344827586206895
db31895a,A Rajpoot,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226410/ankit-rajpoot.jpg,0.0,2.2,1.1,1.4,1.0344827586206895,-2.0,2.2,10.5,23.55,22.620689655172413,0.0,0.0,0.0,1.2,1.0344827586206895
db31895a,Rajpoot,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226410/ankit-rajpoot.jpg,0.0,2.2,1.1,1.4,1.0344827586206895,-2.0,2.2,10.5,23.55,22.620689655172413,0.0,0.0,0.0,1.2,1.0344827586206895
c69a7b5c,Abhishek Raut,Batting Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhishek-raut.jpg,19.0,13.8,14.0,8.05,9.875,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.2,3.2,3.9,3.583333333333333
e4cdf230,Anukul Roy,Batting Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577788/anukul-roy.jpg,1.0,4.8,2.5,1.5625,1.5625,8.333333333333334,11.6,11.4,10.5,10.5,0.0,1.6,3.0,4.375,4.375
e4cdf230,A Roy,,,,,1.0,4.8,2.5,1.5625,1.5625,8.333333333333334,11.6,11.4,10.5,10.5,0.0,1.6,3.0,4.375,4.375
42d9dd09,Fletcher,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c146338/andre-fletcher.jpg,,,,,,,,,,,,,,,
42d9dd09,A Fletcher,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c146338/andre-fletcher.jpg,,,,,,,,,,,,,,,
e43aa7ed,A Nijjar,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c152731/aron-nijjar.jpg,,,,,,,,,,,,,,,
5b4454d8,Surwar,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/atul-singh-surwar.jpg,,,,,,,,,,,,,,,
5b4454d8,Atul Singh Surwar,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/atul-singh-surwar.jpg,,,,,,,,,,,,,,,
aa7176ba,A S Thakare,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/aditya-thakare.jpg,,,,,,,,,,,,,,,
aa7176ba,Aditya Thakare,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/aditya-thakare.jpg,,,,,,,,,,,,,,,
c999c416,Alison Stocks,Bowling Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alison-stocks.jpg,,,,,,,,,,,,,,,
65d9b6b6,Annabel Sutherland,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255010/annabel-sutherland.jpg,,,,,,,,,,,,,,,
65d9b6b6,AJ Sutherland,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255010/annabel-sutherland.jpg,,,,,,,,,,,,,,,
6467d852,Atul Wassan,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153911/atul-wassan.jpg,,,,,,,,,,,,,,,
bd77eb62,Andrew Symonds,Batting Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154738/andrew-symonds.jpg,3.6666666666666665,3.6,15.2,21.8,32.30769230769231,0.0,-0.8,2.1,6.55,16.17948717948718,2.6666666666666665,3.2,4.6,5.5,4.871794871794871
f625371f,Ata-Ur-Rehman,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157149/ata-ur-rehman.jpg,,,,,,,,,,,,,,,
69d03465,Alex Carey,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352457/alex-carey.jpg,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333
69d03465,A Carey,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352457/alex-carey.jpg,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333
c5fcbb3a,Adam Tett,,,,,,,,,,,,,,,,,,,
d6cd318e,Atharva Vinod Ankolekar,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/atharva-ankolekar.jpg,,,,,,,,,,,,,,,
9b554bb9,Hucker,,,,,,,,,,,,,,,,,,,
68408472,Atif,Bowler,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mohammad-atif.jpg,,,,,,,,,,,,,,,
85d6b3f8,Atiq-Uz-Zaman,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/atiq-uz-zaman.jpg,,,,,,,,,,,,,,,
a319edf8,Teja Nidamanuru,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352469/teja-nidamanuru.jpg,,,,,,,,,,,,,,,
aa5d8c9e,Abhijeet Tomar,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhijeet-tomar.jpg,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70d205c9,A T Rayudu,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c171012/ambati-rayudu.jpg,14.666666666666666,14.8,8.6,11.15,27.004901960784316,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.2,1.6,0.8,2.9411764705882355
70d205c9,A Rayudu,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c171012/ambati-rayudu.jpg,14.666666666666666,14.8,8.6,11.15,27.004901960784316,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.2,1.6,0.8,2.9411764705882355
85b528e2,Alphonso Roberts,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alphonso-roberts.jpg,,,,,,,,,,,,,,,
1ea5598c,Alan Turner,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alan-turner.jpg,,,,,,,,,,,,,,,
2f740219,Wally Grout,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/wally-grout.jpg,,,,,,,,,,,,,,,
3ae3f034,Asadulla Khan,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/asadullah-khan.jpg,5.0,2.6,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.75,2.75,2.75
3ae3f034,A Pathan,Bowling Allrounder,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155113/irfan-pathan.jpg,5.0,2.6,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.75,2.75,2.75
249d60c9,Adil Rashid,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577465/adil-rashid.jpg,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,0.0,0.0,0.0,0.0,0.0
249d60c9,Rashid,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352439/rashid-khan.jpg,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,0.0,0.0,0.0,0.0,0.0
249d60c9,A Rashid,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577465/adil-rashid.jpg,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,8.666666666666666,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,0.0,0.0,0.0,0.0,0.0
0da0fddd,Alec Bedser,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sir-alec-bedser.jpg,,,,,,,,,,,,,,,
8e9a5d20,Verma,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226525/tilak-varma.jpg,,,,,,,,,,,,,,,
eef2536f,A Khan,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577519/avesh-khan.jpg,1.0,2.2,1.1,0.55,0.7741935483870968,84.33333333333333,54.8,48.2,35.05,35.306451612903224,2.0,2.8,1.4,1.4,1.3548387096774193
eef2536f,Aavesh Khan,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577519/avesh-khan.jpg,1.0,2.2,1.1,0.55,0.7741935483870968,84.33333333333333,54.8,48.2,35.05,35.306451612903224,2.0,2.8,1.4,1.4,1.3548387096774193
9fc68dcb,Avishek Kumar Sinha,,,,,,,,,,,,,,,,,,,
e2b74f6e,A V Kolhar,,,,,,,,,,,,,,,,,,,
e2b74f6e,Akshay Kolhar,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/akshay-kolhar.jpg,,,,,,,,,,,,,,,
b858be20,A Lalcheta,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154949/ajay-lalcheta.jpg,,,,,,,,,,,,,,,
44af8622,Ashok Mankad,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ashok-mankad.jpg,,,,,,,,,,,,,,,
c1d3515b,Abhimanyusingh,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhimanyu-singh.jpg,,,,,,,,,,,,,,,
c1d3515b,Abhimanyusingh Rajput,Bowling Allrounder,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abhimanyu-singh-rajput.jpg,,,,,,,,,,,,,,,
5708d0b6,A V Wankhade,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0
93b259ce,Abraham Waddington,,,,,,,,,,,,,,,,,,,
93b259ce,Abe Waddington,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/abe-waddington.jpg,,,,,,,,,,,,,,,
5c88fab9,A Zia,,,,,,,,,,,,,,,,,,,
bcb85340,Albert Ward,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/albert-ward.jpg,,,,,,,,,,,,,,,
335c318f,Alan Ward,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alan-ward.jpg,,,,,,,,,,,,,,,
99bf3ae3,Arnold Warren,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arnold-warren.jpg,,,,,,,,,,,,,,,
631913b9,Arthur Briscoe,,,,,,,,,,,,,,,,,,,
631913b9,Dooley Briscoe,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dooley-briscoe.jpg,,,,,,,,,,,,,,,
d6f40eb6,Arthur Carr,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-carr.jpg,,,,,,,,,,,,,,,
9b3bcca4,Amanda Wellington,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c227612/amanda-jade-wellington.jpg,,,,,,,,,,,,,,,
fc63d916,A Finch,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244784/aaron-finch.jpg,,,,,,,,,,,,,,,
fc63d916,Finch,Batsman,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244784/aaron-finch.jpg,,,,,,,,,,,,,,,
43501c0d,A Gale,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170801/chris-gayle.jpg,,,,,,,,,,,,,,,
1c329c9e,Tony Greig,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/tony-greig.jpg,,,,,,,,,,,,,,,
e2a707bd,Alan Wharton,Batsman,Left Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alan-wharton.jpg,,,,,,,,,,,,,,,
8160713d,AW Kay,,,,,,,,,,,,,,,,,,,
f1733e13,Aaliyah Williams,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/aaliyah-williams.jpg,,,,,,,,,,,,,,,
c661789d,A Mathieson,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/andrew-mathieson.jpg,,,,,,,,,,,,,,,
a08760f8,Arthur Mold,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-mold.jpg,,,,,,,,,,,,,,,
17e874d9,Arthur Nourse,,,,,,,,,,,,,,,,,,,
17e874d9,Dave Nourse,Batsman,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/dave-nourse.jpg,,,,,,,,,,,,,,,
a6bbe829,Arthur Wood,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-wood.jpg,,,,,,,,,,,,,,,
21dac0f8,Archibald Palm,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/archibald-palm.jpg,,,,,,,,,,,,,,,
713f874b,Albert Powell,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/albert-powell.jpg,,,,,,,,,,,,,,,
158569b6,Albert Roberts,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alby-roberts.jpg,,,,,,,,,,,,,,,
158569b6,Alby Roberts,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/alby-roberts.jpg,,,,,,,,,,,,,,,
78369076,Sandy Scotland,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sandy-scotland.jpg,,,,,,,,,,,,,,,
aaf1752c,Arthur Seccull,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-seccull.jpg,,,,,,,,,,,,,,,
3ad2ffaa,Arthur Wellard,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/arthur-wellard.jpg,,,,,,,,,,,,,,,
bae68b09,Ayan,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ayaan-khan.jpg,,,,,,,,,,,,,,,
44d6a8b8,Ayaan Mohd Khan,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ayaan-khan.jpg,,,,,,,,,,,,,,,
2f899a44,A Rahman,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352442/abdul-rahman.jpg,,,,,,,,,,,,,,,
f41c1218,AB Yates,,,,,,,,,,,,,,,,,,,
f41c1218,Amy Yates,--,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c0/cms-img.jpg,,,,,,,,,,,,,,,
e15f4fa4,A Zafar,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155544/ayesha-zafar.jpg,,,,,,,,,,,,,,,
90d95b82,A Harris,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/anthony-harris.jpg,,,,,,,,,,,,,,,
90d95b82,Anna Harris,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/anna-harris.jpg,,,,,,,,,,,,,,,
fbd4f01f,Ajaz Patel,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c165714/ajaz-patel.jpg,,,,,,,,,,,,,,,
fbd4f01f,Patel,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332897/axar-patel.jpg,,,,,,,,,,,,,,,
fbd4f01f,A Patel,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332897/axar-patel.jpg,,,,,,,,,,,,,,,
fcd1dd35,A S Jamwal,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ayush-jamwal.jpg,,,,,,,,,,,,,,,
fcd1dd35,AS Jamwal,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/ayush-jamwal.jpg,,,,,,,,,,,,,,,
