date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2017-04-07,Saurashtra Cricket Association Stadium,Indian Premier League,T20,20,TA Boult,Kolkata Knight Riders,0,0,0,0,24,1,41,0,0,0,0,0,0,23,0,23,JJ Roy,BB McCullum,SK Raina,AJ Finch,KD Karthik,DR Smith,MS Gony,P Kumar,SB Jakati,DS Kulkarni,S Kaushik
2017-04-09,Wankhede Stadium,Indian Premier League,T20,20,TA Boult,Kolkata Knight Riders,0,0,0,0,23,0,50,0,0,0,0,0,0,-6,0,-6,PA Patel,JC Buttler,N Rana,RG Sharma,KH Pandya,KA Pollard,HH Pandya,Harbhajan Singh,MJ McClenaghan,SL Malinga,JJ Bumrah
2017-04-13,Eden Gardens,Indian Premier League,T20,20,TA Boult,Kolkata Knight Riders,0,0,0,0,24,0,36,0,0,0,0,0,0,0,0,0,HM Amla,M Vohra,MP Stoinis,GJ Maxwell,DA Miller,WP Saha,AR Patel,MM Sharma,VR Aaron,Sandeep Sharma,I Sharma
2017-04-15,Eden Gardens,Indian Premier League,T20,20,TA Boult,Kolkata Knight Riders,0,0,0,0,24,1,33,0,0,0,0,0,0,25,0,25,DA Warner,S Dhawan,MC Henriques,Yuvraj Singh,DJ Hooda,BCJ Cutting,NV Ojha,Bipul Sharma,B Kumar,Rashid Khan,A Nehra
2017-05-13,Eden Gardens,Indian Premier League,T20,20,TA Boult,Kolkata Knight Riders,5,8,0,0,24,2,31,0,0,0,0,0,5,50,0,55,SS Tiwary,LMP Simmons,RG Sharma,AT Rayudu,KA Pollard,HH Pandya,KH Pandya,KV Sharma,MG Johnson,R Vinay Kumar,TG Southee
2017-05-17,M Chinnaswamy Stadium,Indian Premier League,T20,20,TA Boult,Kolkata Knight Riders,0,0,0,0,24,1,31,0,0,0,0,0,0,25,0,25,DA Warner,S Dhawan,KS Williamson,Yuvraj Singh,V Shankar,NV Ojha,CJ Jordan,Bipul Sharma,B Kumar,Rashid Khan,S Kaul
2018-04-08,Punjab Cricket Association IS Bindra Stadium,Indian Premier League,T20,20,TA Boult,Delhi Daredevils,0,0,0,0,24,1,34,0,0,1,0,0,0,25,8,33,KL Rahul,MA Agarwal,Yuvraj Singh,KK Nair,DA Miller,MP Stoinis,AR Patel,R Ashwin,AJ Tye,MM Sharma,Mujeeb Ur Rahman
2018-04-11,Sawai Mansingh Stadium,Indian Premier League,T20,20,TA Boult,Delhi Daredevils,0,0,0,0,18,1,26,0,0,0,0,0,0,25,0,25,AM Rahane,DJM Short,BA Stokes,SV Samson,JC Buttler,RA Tripathi,K Gowtham,S Gopal,DS Kulkarni,JD Unadkat,B Laughlin
2018-04-14,Wankhede Stadium,Indian Premier League,T20,20,TA Boult,Delhi Daredevils,0,0,0,0,24,2,44,0,0,0,0,0,0,48,0,48,SA Yadav,E Lewis,Ishan Kishan,RG Sharma,KA Pollard,KH Pandya,HH Pandya,A Dananjaya,M Markande,JJ Bumrah,Mustafizur Rahman
2018-04-16,Eden Gardens,Indian Premier League,T20,20,TA Boult,Delhi Daredevils,0,2,0,0,24,2,29,1,1,1,0,0,-2,70,8,76,CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,AD Russell,Shubman Gill,TK Curran,PP Chawla,Shivam Mavi,Kuldeep Yadav
2018-04-21,M.Chinnaswamy Stadium,Indian Premier League,T20,20,TA Boult,Delhi Daredevils,0,0,0,0,24,1,33,1,0,1,0,0,0,33,8,41,Q de Kock,M Vohra,V Kohli,AB de Villiers,CJ Anderson,Mandeep Singh,Washington Sundar,CR Woakes,UT Yadav,Mohammed Siraj,YS Chahal
2018-04-23,Arun Jaitley Stadium,Indian Premier League,T20,20,TA Boult,Delhi Daredevils,0,0,0,0,18,2,23,1,0,0,0,0,0,58,0,58,KL Rahul,AJ Finch,MA Agarwal,KK Nair,Yuvraj Singh,DA Miller,R Ashwin,AJ Tye,BB Sran,AS Rajpoot,Mujeeb Ur Rahman
