date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2009-05-19,New Wanderers Stadium,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,20,22,1,0,13,2,20,0,0,0,0,0,21,50,0,71,RV Uthappa,JH Kallis,R Dravid,LRPL Taylor,MV Boucher,V Kohli,RE van der Merwe,P Kumar,B Akhil,A Kumble,MK Pandey
2010-03-17,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,16,TM Dilshan,V Sehwag,AB de Villiers,MF Maharoof,KD Karthik,M Manhas,A Mishra,PJ Sangwan,S Ladda,DP Nannes,G Gambhir
2010-03-21,Barabati Stadium,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,1,7,0,0,18,1,28,0,0,0,0,0,1,25,0,26,MD Mishra,AC Gilchrist,HH Gibbs,A Symonds,RG Sharma,TL Suman,Y Venugopal Rao,WPUJC Vaas,R Sharma,PP Ojha,RP Singh
2011-04-19,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,23,12,1,2,6,0,13,0,0,0,0,0,34,0,0,34,S Sohal,S Dhawan,KC Sangakkara,CL White,DT Christian,B Chipli,DB Ravi Teja,A Mishra,DW Steyn,PP Ojha,Harmeet Singh
2011-04-23,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,11,10,1,1,6,0,16,0,0,1,0,0,14,0,8,22,AC Gilchrist,PC Valthaty,SE Marsh,KD Karthik,DJ Hussey,AM Nayar,Sunny Singh,RJ Harris,PP Chawla,P Kumar,SJ Srivastava
2011-04-26,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,0,3,0,0,6,1,3,0,0,0,0,0,-2,25,0,23,CH Gayle,TM Dilshan,V Kohli,AB de Villiers,SS Tiwary,CA Pujara,DL Vettori,A Mithun,J Syed Mohammad,Z Khan,S Aravind
2011-04-28,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,19,14,0,2,0,0,0,0,0,0,0,1,25,0,6,31,JH Kallis,SP Goswami,G Gambhir,MK Tiwary,YK Pathan,EJG Morgan,RN ten Doeschate,B Lee,L Balaji,Iqbal Abdulla,JD Unadkat
2011-04-30,Nehru Stadium,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,22,31,1,0,0,0,0,0,0,0,0,0,23,0,0,23,BB McCullum,M Klinger,PA Patel,DPMD Jayawardene,BJ Hodge,RA Jadeja,B Akhil,R Vinay Kumar,RR Powar,S Sreesanth,RP Singh
2011-05-02,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,18,24,1,0,7,0,15,0,0,0,0,1,19,0,6,25,M Klinger,BB McCullum,PA Patel,DPMD Jayawardene,BJ Hodge,RA Jadeja,RV Gomez,R Vinay Kumar,RP Singh,S Sreesanth,P Parameswaran
2011-05-05,"Rajiv Gandhi International Stadium, Uppal",Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,7,3,0,1,8,0,20,0,0,0,0,0,9,0,0,9,S Dhawan,DB Ravi Teja,KC Sangakkara,JP Duminy,DT Christian,B Chipli,I Malhotra,S Sohal,A Mishra,DW Steyn,I Sharma
2011-05-07,Wankhede Stadium,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,AC Blizzard,SR Tendulkar,AT Rayudu,RG Sharma,KA Pollard,A Symonds,TL Suman,DS Kulkarni,Harbhajan Singh,MM Patel,SL Malinga
2011-05-12,"MA Chidambaram Stadium, Chepauk",Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,1,2,0,0,0,0,0,0,0,0,0,1,1,0,6,7,MEK Hussey,M Vijay,SK Raina,S Badrinath,MS Dhoni,WP Saha,JA Morkel,DJ Bravo,R Ashwin,DE Bollinger,SB Jakati
2011-05-15,Himachal Pradesh Cricket Association Stadium,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,10,8,2,0,0,0,0,0,0,0,0,0,12,0,0,12,PC Valthaty,AC Gilchrist,SE Marsh,KD Karthik,DJ Hussey,Mandeep Singh,RJ Harris,PP Chawla,SJ Srivastava,P Kumar,BA Bhatt
2011-05-21,Feroz Shah Kotla,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MK Pandey,JP Faulkner,SC Ganguly,RV Uthappa,Yuvraj Singh,CJ Ferguson,S Rana,MR Marsh,SS Mundhe,R Sharma,AC Thomas
2012-04-05,Eden Gardens,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,BB McCullum,JH Kallis,G Gambhir,MK Tiwary,YK Pathan,DB Das,LR Shukla,R Bhatia,B Lee,Iqbal Abdulla,M de Lange
2012-04-07,M Chinnaswamy Stadium,Indian Premier League,T20,20,Y Nagar,Delhi Daredevils,16,15,2,0,0,0,0,0,0,2,0,0,18,0,16,34,AB McDonald,CA Pujara,V Kohli,AB de Villiers,SS Tiwary,MA Agarwal,DL Vettori,R Vinay Kumar,HV Patel,Z Khan,M Muralitharan
