date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2017-04-06,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Rising Pune Supergiant,0,0,0,0,12,0,21,0,0,0,0,0,0,-2,0,-2,PA Patel,JC Buttler,RG Sharma,N Rana,AT Rayudu,KH Pandya,KA Pollard,HH Pandya,TG Southee,MJ McClenaghan,JJ Bumrah
2017-04-11,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Rising Pune Supergiant,14,6,0,2,18,1,36,0,0,0,0,0,18,21,0,39,AP Tare,SW Billings,SV Samson,RR Pant,CJ Anderson,CH Morris,KK Nair,PJ Cummins,A Mishra,Z Khan,S Nadeem
2017-04-29,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Rising Pune Supergiant,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,TM Head,V Kohli,AB de Villiers,KM Jadhav,Sachin Baby,STR Binny,P Negi,AF Milne,S Badree,S Aravind,YS Chahal
2018-04-07,Wankhede Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,1,0,0,18,1,14,1,0,0,0,0,-2,39,0,37,RG Sharma,E Lewis,Ishan Kishan,SA Yadav,HH Pandya,KH Pandya,KA Pollard,JJ Bumrah,MJ McClenaghan,Mustafizur Rahman,M Markande
2018-04-10,MA Chidambaram Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,RK Singh,AD Russell,TK Curran,R Vinay Kumar,Kuldeep Yadav,PP Chawla
2018-04-15,Punjab Cricket Association IS Bindra Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,18,0,37,0,0,0,0,0,0,-6,0,-6,KL Rahul,CH Gayle,MA Agarwal,Yuvraj Singh,AJ Finch,KK Nair,R Ashwin,AJ Tye,BB Sran,MM Sharma,Mujeeb Ur Rahman
2018-04-20,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,2,30,1,0,0,0,0,0,58,0,58,AM Rahane,H Klaasen,SV Samson,BA Stokes,JC Buttler,RA Tripathi,STR Binny,K Gowtham,S Gopal,JD Unadkat,B Laughlin
2018-04-22,Rajiv Gandhi International Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,3,15,0,1,0,0,0,0,97,0,97,RK Bhui,KS Williamson,MK Pandey,DJ Hooda,Shakib Al Hasan,YK Pathan,WP Saha,Rashid Khan,B Kumar,B Stanlake,S Kaul
2018-04-25,M.Chinnaswamy Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,Q de Kock,V Kohli,AB de Villiers,CJ Anderson,Mandeep Singh,C de Grandhomme,P Negi,Washington Sundar,UT Yadav,Mohammed Siraj,YS Chahal
2018-04-28,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,SA Yadav,E Lewis,RG Sharma,HH Pandya,Ishan Kishan,JP Duminy,KH Pandya,BCJ Cutting,MJ McClenaghan,M Markande,JJ Bumrah
2018-05-13,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,1,18,0,0,0,0,0,0,31,0,31,S Dhawan,AD Hales,KS Williamson,MK Pandey,DJ Hooda,Shakib Al Hasan,SP Goswami,Rashid Khan,B Kumar,S Kaul,Sandeep Sharma
2018-05-18,Arun Jaitley Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,1,2,0,0,18,1,23,0,0,0,0,0,1,25,0,26,PP Shaw,SS Iyer,RR Pant,GJ Maxwell,V Shankar,Abhishek Sharma,HV Patel,A Mishra,S Lamichhane,TA Boult,Avesh Khan
2018-05-20,Maharashtra Cricket Association Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,39,21,1,3,25,1,31,0,0,1,0,0,56,25,8,89,KL Rahul,CH Gayle,AJ Finch,MK Tiwary,DA Miller,KK Nair,AR Patel,R Ashwin,AJ Tye,MM Sharma,AS Rajpoot
2018-05-22,Wankhede Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,10,6,0,1,24,1,31,1,0,0,0,0,12,33,0,45,S Dhawan,SP Goswami,KS Williamson,MK Pandey,Shakib Al Hasan,YK Pathan,CR Brathwaite,B Kumar,Rashid Khan,S Kaul,Sandeep Sharma
2018-05-27,Wankhede Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,25,0,25,0,0,0,0,0,0,2,0,2,SP Goswami,S Dhawan,KS Williamson,Shakib Al Hasan,YK Pathan,DJ Hooda,CR Brathwaite,Rashid Khan,B Kumar,S Kaul,Sandeep Sharma
2019-03-23,MA Chidambaram Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,25,0,17,0,0,0,0,0,0,6,0,6,V Kohli,PA Patel,MM Ali,AB de Villiers,SO Hetmyer,S Dube,C de Grandhomme,Navdeep Saini,YS Chahal,UT Yadav,Mohammed Siraj
2019-03-26,Arun Jaitley Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,1,20,0,0,0,0,0,0,29,0,29,PP Shaw,S Dhawan,SS Iyer,RR Pant,CA Ingram,KMA Paul,AR Patel,R Tewatia,K Rabada,I Sharma,A Mishra
2019-03-31,MA Chidambaram Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,2,19,0,1,0,0,0,0,68,0,68,AM Rahane,JC Buttler,SV Samson,RA Tripathi,SPD Smith,BA Stokes,K Gowtham,JC Archer,S Gopal,JD Unadkat,DS Kulkarni
2019-04-03,Wankhede Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,7,7,1,0,18,1,22,0,0,0,0,0,8,25,0,33,Q de Kock,RG Sharma,SA Yadav,Yuvraj Singh,KH Pandya,HH Pandya,KA Pollard,JP Behrendorff,RD Chahar,SL Malinga,JJ Bumrah
2019-04-06,MA Chidambaram Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,26,1,40,1,0,0,0,0,0,33,0,33,KL Rahul,CH Gayle,MA Agarwal,SN Khan,DA Miller,Mandeep Singh,SM Curran,R Ashwin,Mohammed Shami,AJ Tye,M Ashwin
2019-04-09,MA Chidambaram Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,3,21,1,0,1,0,0,0,91,8,99,CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,Shubman Gill,AD Russell,PP Chawla,Kuldeep Yadav,M Prasidh Krishna,HF Gurney
2019-04-11,Sawai Mansingh Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,2,34,2,0,0,0,0,0,66,0,66,AM Rahane,JC Buttler,SV Samson,SPD Smith,RA Tripathi,BA Stokes,R Parag,JC Archer,S Gopal,JD Unadkat,DS Kulkarni
2019-04-14,Eden Gardens,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,0,36,0,0,0,0,0,0,0,0,0,CA Lynn,SP Narine,N Rana,RV Uthappa,KD Karthik,AD Russell,Shubman Gill,PP Chawla,Kuldeep Yadav,M Prasidh Krishna,HF Gurney
2019-04-17,Rajiv Gandhi International Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,18,1,31,0,0,0,0,0,0,23,0,23,DA Warner,JM Bairstow,KS Williamson,V Shankar,DJ Hooda,YK Pathan,Rashid Khan,B Kumar,Sandeep Sharma,S Nadeem,KK Ahmed
2019-04-21,M.Chinnaswamy Stadium,Indian Premier League,T20,20,DL Chahar,Chennai Super Kings,0,0,0,0,24,2,26,0,0,0,0,0,0,52,0,52,PA Patel,V Kohli,AB de Villiers,AD Nath,MP Stoinis,MM Ali,P Negi,UT Yadav,DW Steyn,Navdeep Saini,YS Chahal
