date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2017-04-05,"Rajiv Gandhi International Stadium, Uppal",Indian Premier League,T20,20,TS Mills,Royal Challengers Bangalore,6,3,0,1,24,1,32,1,0,0,0,0,8,33,0,41,DA Warner,S Dhawan,MC Henriques,Yuvraj Singh,DJ Hooda,BCJ Cutting,NV Ojha,Bipul Sharma,B Kumar,A Nehra,Rashid Khan
2017-04-08,M.Chinnaswamy Stadium,Indian Premier League,T20,20,TS Mills,Royal Challengers Bangalore,0,3,0,0,24,1,33,1,0,0,0,0,-2,33,0,31,AP Tare,SW Billings,KK Nair,SV Samson,RR Pant,CH Morris,CR Brathwaite,PJ Cummins,A Mishra,S Nadeem,Z Khan
2017-04-10,Holkar Cricket Stadium,Indian Premier League,T20,20,TS Mills,Royal Challengers Bangalore,0,0,0,0,12,1,24,1,0,0,0,0,0,29,0,29,M Vohra,HM Amla,AR Patel,GJ Maxwell,WP Saha,DA Miller,MP Stoinis,MM Sharma,Sandeep Sharma,VR Aaron,T Natarajan
2017-04-14,M Chinnaswamy Stadium,Indian Premier League,T20,20,TS Mills,Royal Challengers Bangalore,0,0,0,0,23,0,37,0,0,0,0,0,0,0,0,0,PA Patel,JC Buttler,RG Sharma,MJ McClenaghan,N Rana,KA Pollard,KH Pandya,HH Pandya,Harbhajan Singh,JJ Bumrah,TG Southee
2017-04-23,Eden Gardens,Indian Premier League,T20,20,TS Mills,Royal Challengers Bangalore,2,5,0,0,24,2,31,0,0,1,0,0,2,50,8,60,SP Narine,G Gambhir,RV Uthappa,MK Pandey,YK Pathan,SA Yadav,C de Grandhomme,CR Woakes,NM Coulter-Nile,UT Yadav,Kuldeep Yadav
2022-03-27,"Brabourne Stadium, Mumbai",Indian Premier League,T20,20,TS Mills,Mumbai Indians,0,0,0,0,18,1,26,0,0,0,0,0,0,25,0,25,PP Shaw,TL Seifert,Mandeep Singh,RR Pant,Lalit Yadav,R Powell,SN Thakur,AR Patel,Kuldeep Yadav,KK Ahmed,KL Nagarkoti
2022-04-02,"Dr DY Patil Sports Academy, Mumbai",Indian Premier League,T20,20,TS Mills,Mumbai Indians,0,0,0,0,24,3,35,0,0,0,0,0,0,79,0,79,JC Buttler,YBK Jaiswal,D Padikkal,SV Samson,SO Hetmyer,R Parag,R Ashwin,Navdeep Saini,TA Boult,YS Chahal,M Prasidh Krishna
2022-04-06,"Maharashtra Cricket Association Stadium, Pune",Indian Premier League,T20,20,TS Mills,Mumbai Indians,0,0,0,0,18,2,38,0,0,0,0,0,0,44,0,44,AM Rahane,VR Iyer,SS Iyer,SW Billings,N Rana,AD Russell,PJ Cummins,SP Narine,Rasikh Salam,UT Yadav,CV Varun
2022-04-13,"Maharashtra Cricket Association Stadium, Pune",Indian Premier League,T20,20,TS Mills,Mumbai Indians,0,2,0,0,24,0,37,0,0,0,0,0,-2,0,0,-2,MA Agarwal,S Dhawan,JM Bairstow,LS Livingstone,JM Sharma,M Shahrukh Khan,OF Smith,K Rabada,RD Chahar,VG Arora,Arshdeep Singh
2022-04-16,"Brabourne Stadium, Mumbai",Indian Premier League,T20,20,TS Mills,Mumbai Indians,0,1,0,0,18,0,56,0,0,0,0,0,-2,-6,0,-8,KL Rahul,Q de Kock,MK Pandey,MP Stoinis,DJ Hooda,KH Pandya,A Badoni,JO Holder,PVD Chameera,Avesh Khan,Ravi Bishnoi
