date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2017-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",Indian Premier League,T20,20,MJ Henry,Kings XI Punjab,0,0,0,0,18,2,31,0,0,0,0,0,0,48,0,48,SP Narine,CA Lynn,G Gambhir,RV Uthappa,MK Pandey,C de Grandhomme,YK Pathan,CR Woakes,UT Yadav,Kuldeep Yadav,AS Rajpoot
2017-05-11,Wankhede Stadium,Indian Premier League,T20,20,MJ Henry,Kings XI Punjab,0,0,0,0,12,0,40,0,0,0,0,0,0,-6,0,-6,LMP Simmons,PA Patel,N Rana,RG Sharma,KA Pollard,HH Pandya,KV Sharma,Harbhajan Singh,MJ McClenaghan,JJ Bumrah,SL Malinga
2024-04-19,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Indian Premier League,T20,20,MJ Henry,Lucknow Super Giants,0,0,0,0,18,0,26,0,0,0,0,0,0,0,0,0,AM Rahane,R Ravindra,RD Gaikwad,RA Jadeja,S Dube,Sameer Rizvi,MM Ali,MS Dhoni,DL Chahar,TU Deshpande,Mustafizur Rahman
2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Indian Premier League,T20,20,MJ Henry,Lucknow Super Giants,0,0,0,0,24,1,28,0,0,0,0,0,0,25,0,25,SN Thakur,AM Rahane,RD Gaikwad,DJ Mitchell,RA Jadeja,S Dube,MS Dhoni,MM Ali,DL Chahar,TU Deshpande,Mustafizur Rahman
2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Indian Premier League,T20,20,MJ Henry,Lucknow Super Giants,0,0,0,0,18,0,34,0,0,0,0,0,0,-4,0,-4,YS Chahal,YBK Jaiswal,JC Buttler,SV Samson,R Parag,Dhruv Jurel,R Powell,SO Hetmyer,R Ashwin,TA Boult,Avesh Khan
2024-05-17,"Wankhede Stadium, Mumbai",Indian Premier League,T20,20,MJ Henry,Lucknow Super Giants,0,0,0,0,12,0,24,0,0,0,0,0,0,-4,0,-4,N Thushara,RG Sharma,D Brevis,SA Yadav,Ishan Kishan,HH Pandya,N Wadhera,Naman Dhir,R Shepherd,A Kamboj,PP Chawla
