date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2010-03-14,"MA Chidambaram Stadium, Chepauk",Indian Premier League,T20,20,JM Kemp,Chennai Super Kings,22,16,1,1,13,0,15,0,0,0,0,0,27,2,0,29,AC Gilchrist,VVS Laxman,HH Gibbs,A Symonds,RG Sharma,TL Suman,Anirudh Singh,WPUJC Vaas,Jaskaran Singh,RP Singh,PP Ojha
2010-03-16,Eden Gardens,Indian Premier League,T20,20,JM Kemp,Chennai Super Kings,0,0,0,0,18,3,15,1,0,0,0,0,0,91,0,91,BJ Hodge,MK Tiwary,SC Ganguly,WP Saha,OA Shah,AD Mathews,LR Shukla,RS Gavaskar,SE Bond,M Kartik,I Sharma
2010-03-19,Feroz Shah Kotla,Indian Premier League,T20,20,JM Kemp,Chennai Super Kings,4,9,0,0,6,0,15,0,0,1,0,0,4,0,8,12,DA Warner,V Sehwag,TM Dilshan,KD Karthik,AB de Villiers,M Manhas,R Bhatia,A Mishra,PJ Sangwan,DP Nannes,UT Yadav
2010-03-21,"MA Chidambaram Stadium, Chepauk",Indian Premier League,T20,20,JM Kemp,Chennai Super Kings,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,RS Bopara,IK Pathan,KC Sangakkara,DPMD Jayawardene,Yuvraj Singh,M Kaif,MS Bisla,PP Chawla,J Theron,RR Powar,SJ Srivastava
2010-04-18,Himachal Pradesh Cricket Association Stadium,Indian Premier League,T20,20,JM Kemp,Chennai Super Kings,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,SE Marsh,KC Sangakkara,Yuvraj Singh,IK Pathan,K Goel,J Theron,RR Powar,PP Chawla,S Sohal,VRV Singh
