date,venue,event,match_type,total_overs,player_name,team,runs_scored,balls_faced,boundaries,sixes,balls_bowled,wickets,runs_given,bowled_lbw,maidens,catches,stumpings,run_outs,batting_points,bowling_points,fielding_points,total_fantasy_points,player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,player11
2023-04-10,"M Chinnaswamy Stadium, Bengaluru",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,0,0,0,0,24,3,41,0,0,0,0,0,0,77,0,77,A Mishra,KR Mayers,KL Rahul,DJ Hooda,KH Pandya,MP Stoinis,N Pooran,A Badoni,JD Unadkat,MA Wood,Ravi Bishnoi
2023-04-15,"M Chinnaswamy Stadium, Bengaluru",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,0,0,0,0,24,1,28,0,0,1,0,0,0,25,8,33,DA Warner,PP Shaw,MR Marsh,YV Dhull,MK Pandey,Abishek Porel,AR Patel,Aman Hakim Khan,Lalit Yadav,A Nortje,Kuldeep Yadav
2023-04-17,"M Chinnaswamy Stadium, Bengaluru",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,2,6,0,0,24,1,48,0,0,1,0,0,2,21,8,31,RD Gaikwad,DP Conway,AM Rahane,S Dube,AT Rayudu,MM Ali,RA Jadeja,MS Dhoni,TU Deshpande,M Theekshana,M Pathirana
2023-04-20,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,0,0,0,0,18,1,32,1,0,0,0,0,0,31,0,31,RD Chahar,Atharva Taide,P Simran Singh,MW Short,LS Livingstone,Harpreet Singh,SM Curran,JM Sharma,M Shahrukh Khan,Harpreet Brar,NT Ellis
2023-05-14,"Sawai Mansingh Stadium, Jaipur",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,0,0,0,0,18,3,11,1,0,0,0,0,0,93,0,93,YS Chahal,YBK Jaiswal,JC Buttler,SV Samson,JE Root,D Padikkal,SO Hetmyer,Dhruv Jurel,R Ashwin,A Zampa,Sandeep Sharma
2023-05-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,0,0,0,0,24,0,35,0,0,1,0,0,0,0,8,8,T Natarajan,Abhishek Sharma,RA Tripathi,AK Markram,H Klaasen,HC Brook,GD Phillips,Abdul Samad,B Kumar,Kartik Tyagi,Mayank Dagar
2023-05-21,"M Chinnaswamy Stadium, Bengaluru",Indian Premier League,T20,20,WD Parnell,Royal Challengers Bangalore,0,0,0,0,20,0,42,0,0,1,0,0,0,-6,8,2,Yash Dayal,WP Saha,Shubman Gill,V Shankar,MD Shanaka,DA Miller,R Tewatia,HH Pandya,Rashid Khan,Noor Ahmad,Mohammed Shami
2011-04-10,Dr DY Patil Sports Academy,Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,24,1,24,0,0,0,0,0,0,27,0,27,AC Gilchrist,SE Marsh,PC Valthaty,KD Karthik,AM Nayar,Sunny Singh,R McLaren,PP Chawla,P Kumar,NJ Rimmington,BA Bhatt
2011-04-13,Dr DY Patil Sports Academy,Indian Premier League,T20,20,WD Parnell,Pune Warriors,1,6,0,0,24,4,36,1,0,1,0,1,1,116,14,131,BB McCullum,VVS Laxman,PA Patel,DPMD Jayawardene,BJ Hodge,RA Jadeja,RV Gomez,R Vinay Kumar,S Sreesanth,RP Singh,M Muralitharan
2011-04-17,Dr DY Patil Sports Academy,Indian Premier League,T20,20,WD Parnell,Pune Warriors,10,10,1,0,12,0,27,0,0,0,0,0,11,-6,0,5,DA Warner,V Sehwag,IK Pathan,NV Ojha,MS Wade,Y Venugopal Rao,AJ Finch,JR Hopes,S Nadeem,AB Dinda,UT Yadav
2011-04-20,Wankhede Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,9,8,1,0,24,0,30,0,0,0,0,0,10,0,0,10,JEC Franklin,SR Tendulkar,AT Rayudu,RG Sharma,A Symonds,KA Pollard,R Sathish,AN Ahmed,AG Murtaza,MM Patel,SL Malinga
2011-05-08,"Punjab Cricket Association Stadium, Mohali",Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,24,2,12,0,0,0,0,0,0,56,0,56,AC Gilchrist,PC Valthaty,SE Marsh,KD Karthik,DJ Hussey,Mandeep Singh,SD Chitnis,RJ Harris,P Kumar,SJ Srivastava,BA Bhatt
2011-05-10,"Rajiv Gandhi International Stadium, Uppal",Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,24,1,38,0,0,0,0,0,0,25,0,25,S Dhawan,DB Ravi Teja,KC Sangakkara,JP Duminy,DT Christian,B Chipli,S Sohal,A Mishra,DW Steyn,I Sharma,PP Ojha
2011-05-16,Dr DY Patil Sports Academy,Indian Premier League,T20,20,WD Parnell,Pune Warriors,16,17,0,1,20,1,27,1,0,0,0,0,18,33,0,51,S Sohal,S Dhawan,KC Sangakkara,JP Duminy,DT Christian,B Chipli,DB Ravi Teja,PP Ojha,A Mishra,I Sharma,DW Steyn
2011-05-19,Dr DY Patil Sports Academy,Indian Premier League,T20,20,WD Parnell,Pune Warriors,1,1,0,0,24,1,28,0,0,0,0,0,1,25,0,26,G Gambhir,SP Goswami,MK Tiwary,YK Pathan,R Bhatia,JH Kallis,RN ten Doeschate,Shakib Al Hasan,B Lee,L Balaji,Iqbal Abdulla
2012-04-06,Wankhede Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,11,15,2,0,18,1,18,0,0,0,0,0,13,27,0,40,RE Levi,AT Rayudu,RG Sharma,JEC Franklin,KD Karthik,SA Yadav,KA Pollard,Harbhajan Singh,SL Malinga,PP Ojha,MM Patel
2012-05-01,Barabati Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,24,1,25,0,1,0,0,0,0,39,0,39,PA Patel,S Dhawan,CL White,KC Sangakkara,JP Duminy,BB Samantray,Ankit Sharma,A Ashish Reddy,A Mishra,DW Steyn,V Pratap Singh
2012-05-03,Subrata Roy Sahara Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,2,5,0,0,25,2,19,0,0,1,0,0,2,56,8,66,JEC Franklin,SR Tendulkar,RG Sharma,RJ Peterson,KD Karthik,AT Rayudu,NLTC Perera,Harbhajan Singh,SL Malinga,PP Ojha,MM Patel
2012-05-05,Eden Gardens,Indian Premier League,T20,20,WD Parnell,Pune Warriors,1,2,0,0,25,0,41,0,0,0,0,0,1,0,0,1,G Gambhir,BB McCullum,YK Pathan,JH Kallis,DB Das,LR Shukla,MK Tiwary,R Bhatia,SP Narine,M de Lange,Iqbal Abdulla
2012-05-08,Subrata Roy Sahara Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,2,2,0,0,12,1,12,0,0,0,0,0,2,27,0,29,R Dravid,AM Rahane,SR Watson,AL Menaria,OA Shah,AA Chavan,J Botha,STR Binny,DH Yagnik,SW Tait,SK Trivedi
2012-05-19,Subrata Roy Sahara Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,3,5,0,0,25,2,18,0,0,0,0,0,3,56,0,59,BB McCullum,G Gambhir,JH Kallis,Shakib Al Hasan,MK Tiwary,YK Pathan,DB Das,R Bhatia,Iqbal Abdulla,SP Narine,L Balaji
2013-05-05,Sawai Mansingh Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,23,3,27,1,0,0,0,0,0,87,0,87,R Dravid,AM Rahane,SR Watson,BJ Hodge,STR Binny,SV Samson,JP Faulkner,Sachin Baby,KK Cooper,A Chandila,SK Trivedi
2013-05-09,Subrata Roy Sahara Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,5,7,0,0,24,0,40,0,0,0,0,0,5,0,0,5,MS Bisla,G Gambhir,JH Kallis,EJG Morgan,RN ten Doeschate,YK Pathan,MK Tiwary,R Bhatia,Iqbal Abdulla,SP Narine,L Balaji
2013-05-15,JSCA International Stadium Complex,Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,24,3,34,2,0,0,0,0,0,95,0,95,G Gambhir,MS Bisla,JH Kallis,YK Pathan,RN ten Doeschate,MK Tiwary,DB Das,R Bhatia,SMSM Senanayake,SP Narine,L Balaji
2013-05-19,Subrata Roy Sahara Stadium,Indian Premier League,T20,20,WD Parnell,Pune Warriors,0,0,0,0,19,1,40,0,0,1,0,0,0,19,8,27,DPMD Jayawardene,DA Warner,B Chipli,V Sehwag,BJ Rohrer,IK Pathan,CM Gautam,M Morkel,UT Yadav,S Nadeem,S Kaul
2014-04-17,Sharjah Cricket Stadium,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,18,0,19,0,0,0,0,0,0,2,0,2,PA Patel,NJ Maddinson,V Kohli,Yuvraj Singh,AB de Villiers,JA Morkel,S Rana,AB Dinda,MA Starc,YS Chahal,VR Aaron
2014-04-21,Sheikh Zayed Stadium,Indian Premier League,T20,20,WD Parnell,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,RA Jadeja,M Manhas,R Ashwin,BW Hilfenhaus,MM Sharma,IC Pandey
2014-04-25,Dubai International Cricket Stadium,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,24,0,39,0,0,0,0,0,0,0,0,0,S Dhawan,AJ Finch,DA Warner,KL Rahul,DJG Sammy,Y Venugopal Rao,KV Sharma,NV Ojha,DW Steyn,A Mishra,B Kumar
2014-04-27,Sharjah Cricket Stadium,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,25,1,17,0,0,0,0,0,0,31,0,31,RG Sharma,AP Tare,CJ Anderson,AT Rayudu,MEK Hussey,KA Pollard,CM Gautam,Harbhajan Singh,Z Khan,PP Ojha,SL Malinga
2014-05-03,Feroz Shah Kotla,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,24,1,36,0,0,0,0,0,0,25,0,25,AM Rahane,KK Nair,SV Samson,R Bhatia,SR Watson,STR Binny,SPD Smith,JP Faulkner,DS Kulkarni,KW Richardson,PV Tambe
2014-05-05,Feroz Shah Kotla,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,24,1,29,0,0,0,0,0,0,25,0,25,DR Smith,BB McCullum,SK Raina,MS Dhoni,F du Plessis,M Manhas,RA Jadeja,R Ashwin,BW Hilfenhaus,IC Pandey,MM Sharma
2014-05-07,Feroz Shah Kotla,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,24,2,26,1,0,0,0,0,0,60,0,60,RV Uthappa,G Gambhir,MK Pandey,JH Kallis,Shakib Al Hasan,YK Pathan,RN ten Doeschate,SA Yadav,R Vinay Kumar,SP Narine,UT Yadav
2014-05-19,Feroz Shah Kotla,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,2,2,0,0,22,0,43,0,0,1,0,0,2,-4,8,6,V Sehwag,M Vohra,GJ Maxwell,DA Miller,WP Saha,AR Patel,GJ Bailey,R Dhawan,BE Hendricks,Shivam Sharma,Sandeep Sharma
2014-05-23,Wankhede Stadium,Indian Premier League,T20,20,WD Parnell,Delhi Daredevils,0,0,0,0,21,2,26,0,0,1,0,0,0,50,8,58,LMP Simmons,MEK Hussey,RG Sharma,KA Pollard,AT Rayudu,AP Tare,Harbhajan Singh,S Gopal,M de Lange,PP Ojha,JJ Bumrah
